권역코드,권역명,공시월,금융회사 코드,금융회사,금융상품 코드,상품명,저축기간(개월),금리유형 코드,금리유형명,세전 이자율,세후 이자율,세후 이자(예시),최고 우대금리,가입방법,가입제한 코드,가입 대상,이자계산방식,금융상품 문의,우대조건,만기 후 이자율,기타 유의사항,최고한도,공시 시작일,공시 종료일,금융회사 제출일,데이터 출처,수집일시
030300,저축은행,202607,0010508,상상인플러스저축은행,02093,비대면 정기예금,12,S,단리,4.00%,3.38%,"338,000",4.00%,스마트폰,1,제한없음,단리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 3개월 미만: 약정이율10% 6개월 미만: 약정이율15% 9개월 미만: 약정이율70% 9개월 이상 24개월 미만: 약정이율95%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02093,비대면 정기예금,24,S,단리,3.80%,3.21%,"643,000",3.80%,스마트폰,1,제한없음,단리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 3개월 미만: 약정이율10% 6개월 미만: 약정이율15% 9개월 미만: 약정이율70% 9개월 이상 24개월 미만: 약정이율95%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02093,비대면 정기예금,12,M,복리,4.00%,3.38%,"344,673",4.00%,스마트폰,1,제한없음,복리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 3개월 미만: 약정이율10% 6개월 미만: 약정이율15% 9개월 미만: 약정이율70% 9개월 이상 24개월 미만: 약정이율95%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02093,비대면 정기예금,24,M,복리,3.80%,3.21%,"666,927",3.80%,스마트폰,1,제한없음,복리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 3개월 미만: 약정이율10% 6개월 미만: 약정이율15% 9개월 미만: 약정이율70% 9개월 이상 24개월 미만: 약정이율95%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02094,크크크 정기예금_단기,1,S,단리,2.60%,2.20%,"18,000",2.60%,스마트폰,1,제한없음,단리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),* 중도해지 이율 1개월 미만 : 연0.1% 1개월 이상 ~ 12개월 미만 : 약정이율의 50%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02094,크크크 정기예금_단기,3,S,단리,2.60%,2.20%,"55,000",2.60%,스마트폰,1,제한없음,단리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),* 중도해지 이율 1개월 미만 : 연0.1% 1개월 이상 ~ 12개월 미만 : 약정이율의 50%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02094,크크크 정기예금_단기,6,S,단리,3.00%,2.54%,"127,000",3.00%,스마트폰,1,제한없음,단리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),* 중도해지 이율 1개월 미만 : 연0.1% 1개월 이상 ~ 12개월 미만 : 약정이율의 50%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02094,크크크 정기예금_단기,1,M,복리,2.60%,2.20%,"18,330",2.60%,스마트폰,1,제한없음,복리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),* 중도해지 이율 1개월 미만 : 연0.1% 1개월 이상 ~ 12개월 미만 : 약정이율의 50%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02094,크크크 정기예금_단기,3,M,복리,2.60%,2.20%,"55,109",2.60%,스마트폰,1,제한없음,복리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),* 중도해지 이율 1개월 미만 : 연0.1% 1개월 이상 ~ 12개월 미만 : 약정이율의 50%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02094,크크크 정기예금_단기,6,M,복리,3.00%,2.54%,"127,696",3.00%,스마트폰,1,제한없음,복리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),* 중도해지 이율 1개월 미만 : 연0.1% 1개월 이상 ~ 12개월 미만 : 약정이율의 50%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02095,크크크 정기예금,12,S,단리,4.00%,3.38%,"338,000",4.00%,스마트폰,1,제한없음,단리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 3개월 미만: 약정이율10% 6개월 미만: 약정이율15% 9개월 미만: 약정이율70% 9개월 이상 24개월 미만: 약정이율95%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02095,크크크 정기예금,24,S,단리,3.80%,3.21%,"643,000",3.80%,스마트폰,1,제한없음,단리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 3개월 미만: 약정이율10% 6개월 미만: 약정이율15% 9개월 미만: 약정이율70% 9개월 이상 24개월 미만: 약정이율95%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02095,크크크 정기예금,12,M,복리,4.00%,3.38%,"344,673",4.00%,스마트폰,1,제한없음,복리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 3개월 미만: 약정이율10% 6개월 미만: 약정이율15% 9개월 미만: 약정이율70% 9개월 이상 24개월 미만: 약정이율95%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02095,크크크 정기예금,24,M,복리,3.80%,3.21%,"666,927",3.80%,스마트폰,1,제한없음,복리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 3개월 미만: 약정이율10% 6개월 미만: 약정이율15% 9개월 미만: 약정이율70% 9개월 이상 24개월 미만: 약정이율95%,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02096,9개월 회전정기예금,36,S,단리,3.90%,3.30%,"990,000",3.90%,영업점,1,제한없음,단리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),"실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 1개월 이상 9개월 미만: 약정이율의 50%(세전) [1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용 [회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02096,9개월 회전정기예금,36,M,복리,3.90%,3.30%,"1,048,246",3.90%,영업점,1,제한없음,복리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),"실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 1개월 이상 9개월 미만: 약정이율의 50%(세전) [1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용 [회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02097,E-9개월 회전정기예금,36,S,단리,4.00%,3.38%,"1,015,000",4.00%,"인터넷,스마트폰",1,제한없음,단리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),"실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 1개월 이상 9개월 미만: 약정이율의 50%(세전) [1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용 [회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02097,E-9개월 회전정기예금,36,M,복리,4.00%,3.38%,"1,076,720",4.00%,"인터넷,스마트폰",1,제한없음,복리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),"실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 1개월 이상 9개월 미만: 약정이율의 50%(세전) [1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용 [회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02098,비대면 9개월 회전정기예금,36,S,단리,4.00%,3.38%,"1,015,000",4.00%,스마트폰,1,제한없음,단리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),"실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 1개월 이상 9개월 미만: 약정이율의 50%(세전) [1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용 [회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02098,비대면 9개월 회전정기예금,36,M,복리,4.00%,3.38%,"1,076,720",4.00%,스마트폰,1,제한없음,복리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),"실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 1개월 이상 9개월 미만: 약정이율의 50%(세전) [1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용 [회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02099,크크크 9개월 회전정기예금,36,S,단리,4.00%,3.38%,"1,015,000",4.00%,스마트폰,1,제한없음,단리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),"실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 1개월 이상 9개월 미만: 약정이율의 50%(세전) [1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용 [회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010508,상상인플러스저축은행,02099,크크크 9개월 회전정기예금,36,M,복리,4.00%,3.38%,"1,076,720",4.00%,스마트폰,1,제한없음,복리,,없음,만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%),"실제예치기간별 차등금리 1개월 미만: 연0.1%(세전) 1개월 이상 9개월 미만: 약정이율의 50%(세전) [1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용 [회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240001,정기예금,3,S,단리,3.00%,2.54%,"63,000",3.00%,영업점,1,제한없음,단리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240001,정기예금,6,S,단리,3.50%,2.96%,"148,000",3.50%,영업점,1,제한없음,단리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240001,정기예금,12,S,단리,3.80%,3.21%,"321,000",3.80%,영업점,1,제한없음,단리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240001,정기예금,24,S,단리,3.50%,2.96%,"592,000",3.50%,영업점,1,제한없음,단리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240001,정기예금,36,S,단리,3.50%,2.96%,"888,000",3.50%,영업점,1,제한없음,단리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240001,정기예금,3,M,복리,3.00%,2.54%,"63,609",3.00%,영업점,1,제한없음,복리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240001,정기예금,6,M,복리,3.50%,2.96%,"149,134",3.50%,영업점,1,제한없음,복리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240001,정기예금,12,M,복리,3.80%,3.21%,"327,139",3.80%,영업점,1,제한없음,복리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240001,정기예금,24,M,복리,3.50%,2.96%,"612,495",3.50%,영업점,1,제한없음,복리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240001,정기예금,36,M,복리,3.50%,2.96%,"935,176",3.50%,영업점,1,제한없음,복리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240018,e-정기예금,3,S,단리,3.00%,2.54%,"63,000",3.00%,"인터넷,스마트폰",1,제한없음,단리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240018,e-정기예금,6,S,단리,3.50%,2.96%,"148,000",3.50%,"인터넷,스마트폰",1,제한없음,단리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240018,e-정기예금,12,S,단리,3.80%,3.21%,"321,000",3.80%,"인터넷,스마트폰",1,제한없음,단리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240018,e-정기예금,24,S,단리,3.50%,2.96%,"592,000",3.50%,"인터넷,스마트폰",1,제한없음,단리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240018,e-정기예금,36,S,단리,3.50%,2.96%,"888,000",3.50%,"인터넷,스마트폰",1,제한없음,단리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240018,e-정기예금,3,M,복리,3.00%,2.54%,"63,609",3.00%,"인터넷,스마트폰",1,제한없음,복리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240018,e-정기예금,6,M,복리,3.50%,2.96%,"149,134",3.50%,"인터넷,스마트폰",1,제한없음,복리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240018,e-정기예금,12,M,복리,3.80%,3.21%,"327,139",3.80%,"인터넷,스마트폰",1,제한없음,복리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240018,e-정기예금,24,M,복리,3.50%,2.96%,"612,495",3.50%,"인터넷,스마트폰",1,제한없음,복리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240018,e-정기예금,36,M,복리,3.50%,2.96%,"935,176",3.50%,"인터넷,스마트폰",1,제한없음,복리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240019,SB톡톡-정기예금,6,S,단리,2.50%,2.11%,"106,000",2.50%,스마트폰,1,제한없음,단리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240019,SB톡톡-정기예금,12,S,단리,2.50%,2.11%,"212,000",2.50%,스마트폰,1,제한없음,단리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240019,SB톡톡-정기예금,6,M,복리,2.50%,2.11%,"106,302",2.50%,스마트폰,1,제한없음,복리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010509,아산저축은행,240019,SB톡톡-정기예금,12,M,복리,2.50%,2.11%,"213,940",2.50%,스마트폰,1,제한없음,복리,,없음,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010510,오투저축은행,240014,정기예금,1,S,단리,2.00%,1.69%,"14,000",2.00%,영업점,1,제한없음,단리,,없음,1. 2019년 7월 1일 이전 신규 -보통예금 이율 2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율,중도해지이율 -1개월 미만: 보통예금이율 -1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50% -3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60% -12개월 이상: 계약일의 계약기간별 약정이율의 70%,,20260806,,202608060836,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010510,오투저축은행,240014,정기예금,3,S,단리,2.00%,1.69%,"42,000",2.00%,영업점,1,제한없음,단리,,없음,1. 2019년 7월 1일 이전 신규 -보통예금 이율 2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율,중도해지이율 -1개월 미만: 보통예금이율 -1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50% -3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60% -12개월 이상: 계약일의 계약기간별 약정이율의 70%,,20260806,,202608060836,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010510,오투저축은행,240014,정기예금,6,S,단리,3.70%,3.13%,"157,000",3.70%,영업점,1,제한없음,단리,,없음,1. 2019년 7월 1일 이전 신규 -보통예금 이율 2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율,중도해지이율 -1개월 미만: 보통예금이율 -1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50% -3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60% -12개월 이상: 계약일의 계약기간별 약정이율의 70%,,20260806,,202608060836,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010510,오투저축은행,240014,정기예금,12,S,단리,3.90%,3.30%,"330,000",3.90%,영업점,1,제한없음,단리,,없음,1. 2019년 7월 1일 이전 신규 -보통예금 이율 2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율,중도해지이율 -1개월 미만: 보통예금이율 -1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50% -3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60% -12개월 이상: 계약일의 계약기간별 약정이율의 70%,,20260806,,202608060836,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010510,오투저축은행,240014,정기예금,24,S,단리,3.30%,2.79%,"558,000",3.30%,영업점,1,제한없음,단리,,없음,1. 2019년 7월 1일 이전 신규 -보통예금 이율 2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율,중도해지이율 -1개월 미만: 보통예금이율 -1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50% -3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60% -12개월 이상: 계약일의 계약기간별 약정이율의 70%,,20260806,,202608060836,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010510,오투저축은행,240014,정기예금,36,S,단리,3.30%,2.79%,"838,000",3.30%,영업점,1,제한없음,단리,,없음,1. 2019년 7월 1일 이전 신규 -보통예금 이율 2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율,중도해지이율 -1개월 미만: 보통예금이율 -1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50% -3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60% -12개월 이상: 계약일의 계약기간별 약정이율의 70%,,20260806,,202608060836,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010510,오투저축은행,240014,정기예금,1,M,복리,2.00%,1.69%,"14,100",2.00%,영업점,1,제한없음,복리,,없음,1. 2019년 7월 1일 이전 신규 -보통예금 이율 2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율,중도해지이율 -1개월 미만: 보통예금이율 -1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50% -3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60% -12개월 이상: 계약일의 계약기간별 약정이율의 70%,,20260806,,202608060836,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010510,오투저축은행,240014,정기예금,3,M,복리,2.00%,1.69%,"42,371",2.00%,영업점,1,제한없음,복리,,없음,1. 2019년 7월 1일 이전 신규 -보통예금 이율 2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율,중도해지이율 -1개월 미만: 보통예금이율 -1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50% -3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60% -12개월 이상: 계약일의 계약기간별 약정이율의 70%,,20260806,,202608060836,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
